PropertyId,PropertyDesc,PropertyDeutsch,PropertyEnglisch,PropertyDeutschCH,PropertyFranzoesisch,PropertyNiederlaendisch,PropertyItalienisch,PropertySpanisch,PropertyValueId,PropertyValueDesc,PropertyValueDeutsch,PropertyValueEnglisch,PropertyValueDeutschCH,PropertyValueFranzoesisch,PropertyValueNiederlaendisch,PropertyValueItalienisch,PropertyValueSpanisch
141,Material 3. Blatt,2. Durchschlag,Copy 2,2. Durchschlag,Feuillet 3 (CFB),Doorslag 2,Copia 2,Hoja de copia 2,1350,80g SD-Papier weiß,SD-Papier weiß 80 g/m²,80g carbonless paper white,SD-Papier weiss 80 g/m²,80 g/m² papier autocopiant blanc,80 g/m² zelfkopiërend papier wit,80 g/m² carta autocopiativa bianca,papel autocopiativo blanco de 80 g/m²
141,Material 3. Blatt,2. Durchschlag,Copy 2,2. Durchschlag,Feuillet 3 (CFB),Doorslag 2,Copia 2,Hoja de copia 2,1351,80g SD-Papier rosa,SD-Papier rosa 80 g/m²,80g carbonless paper pink,SD-Papier rosa 80 g/m²,80 g/m² papier autocopiant rose,80 g/m² zelfkopiërend papier roze,80 g/m² carta autocopiativa rosa,papel autocopiativo rosa de 80 g/m²
142,Material 4. Blatt,3. Durchschlag,Copy 3,3. Durchschlag,Feuillet 4 (CFB),Doorslag 3,Copia 3,Hoja de copia 3,1356,80g SD-Papier rosa,SD-Papier rosa 80 g/m²,80g carbonless paper pink,SD-Papier rosa 80 g/m²,80 g/m² papier autocopiant rose,80 g/m² zelfkopiërend papier roze,80 g/m² carta autocopiativa rosa,papel autocopiativo rosa de 80 g/m²
140,Material 2. Blatt,1. Durchschlag,Copy 1,1. Durchschlag,Feuillet 2 (CFB),Doorslag 1,Copia 1,Hoja de copia 1,1346,80g SD-Papier rosa,SD-Papier rosa 80 g/m²,80g carbonless paper pink,SD-Papier rosa 80 g/m²,80 g/m² papier autocopiant rose,80 g/m² zelfkopiërend papier roze,80 g/m² carta autocopiativa rosa,papel autocopiativo rosa de 80 g/m²
140,Material 2. Blatt,1. Durchschlag,Copy 1,1. Durchschlag,Feuillet 2 (CFB),Doorslag 1,Copia 1,Hoja de copia 1,1347,80g SD-Papier blau,SD-Papier blau 80 g/m²,80g carbonless paper blue,SD-Papier blau 80 g/m²,80 g/m² papier autocopiant bleu,80 g/m² zelfkopiërend papier blauw,80 g/m² carta autocopiativa azzurra,papel autocopiativo azul de 80 g/m²
142,Material 4. Blatt,3. Durchschlag,Copy 3,3. Durchschlag,Feuillet 4 (CFB),Doorslag 3,Copia 3,Hoja de copia 3,1357,80g SD-Papier blau,SD-Papier blau 80 g/m²,80g carbonless paper blue,SD-Papier blau 80 g/m²,80 g/m² papier autocopiant bleu,80 g/m² zelfkopiërend papier blauw,80 g/m² carta autocopiativa azzurra,papel autocopiativo azul de 80 g/m²
141,Material 3. Blatt,2. Durchschlag,Copy 2,2. Durchschlag,Feuillet 3 (CFB),Doorslag 2,Copia 2,Hoja de copia 2,1352,80g SD-Papier blau,SD-Papier blau 80 g/m²,80g carbonless paper blue,SD-Papier blau 80 g/m²,80 g/m² papier autocopiant bleu,80 g/m² zelfkopiërend papier blauw,80 g/m² carta autocopiativa azzurra,papel autocopiativo azul de 80 g/m²
141,Material 3. Blatt,2. Durchschlag,Copy 2,2. Durchschlag,Feuillet 3 (CFB),Doorslag 2,Copia 2,Hoja de copia 2,1353,80g SD-Papier gelb,SD-Papier gelb 80 g/m²,80g carbonless paper yellow,SD-Papier gelb 80 g/m²,80 g/m² papier autocopiant jaune,80 g/m² zelfkopiërend papier geel,80 g/m² carta autocopiativa gialla,papel autocopiativo amarillo de 80 g/m²
142,Material 4. Blatt,3. Durchschlag,Copy 3,3. Durchschlag,Feuillet 4 (CFB),Doorslag 3,Copia 3,Hoja de copia 3,1358,80g SD-Papier gelb,SD-Papier gelb 80 g/m²,80g carbonless paper yellow,SD-Papier gelb 80 g/m²,80 g/m² papier autocopiant jaune,80 g/m² zelfkopiërend papier geel,80 g/m² carta autocopiativa gialla,papel autocopiativo amarillo de 80 g/m²
140,Material 2. Blatt,1. Durchschlag,Copy 1,1. Durchschlag,Feuillet 2 (CFB),Doorslag 1,Copia 1,Hoja de copia 1,1348,80g SD-Papier gelb,SD-Papier gelb 80 g/m²,80g carbonless paper yellow,SD-Papier gelb 80 g/m²,80 g/m² papier autocopiant jaune,80 g/m² zelfkopiërend papier geel,80 g/m² carta autocopiativa gialla,papel autocopiativo amarillo de 80 g/m²
140,Material 2. Blatt,1. Durchschlag,Copy 1,1. Durchschlag,Feuillet 2 (CFB),Doorslag 1,Copia 1,Hoja de copia 1,1349,80g SD-Papier grün,SD-Papier grün 80 g/m²,80g carbonless paper green,SD-Papier grün 80 g/m²,80 g/m² papier autocopiant vert,80 g/m² zelfkopiërend papier groen,80 g/m² carta autocopiativa verde,papel autocopiativo verde de 80 g/m²
142,Material 4. Blatt,3. Durchschlag,Copy 3,3. Durchschlag,Feuillet 4 (CFB),Doorslag 3,Copia 3,Hoja de copia 3,1359,80g SD-Papier grün,SD-Papier grün 80 g/m²,80g carbonless paper green,SD-Papier grün 80 g/m²,80 g/m² papier autocopiant vert,80 g/m² zelfkopiërend papier groen,80 g/m² carta autocopiativa verde,papel autocopiativo verde de 80 g/m²
141,Material 3. Blatt,2. Durchschlag,Copy 2,2. Durchschlag,Feuillet 3 (CFB),Doorslag 2,Copia 2,Hoja de copia 2,1354,80g SD-Papier grün,SD-Papier grün 80 g/m²,80g carbonless paper green,SD-Papier grün 80 g/m²,80 g/m² papier autocopiant vert,80 g/m² zelfkopiërend papier groen,80 g/m² carta autocopiativa verde,papel autocopiativo verde de 80 g/m²
141,Material 3. Blatt,2. Durchschlag,Copy 2,2. Durchschlag,Feuillet 3 (CFB),Doorslag 2,Copia 2,Hoja de copia 2,1365,60g SD-Papier weiß,SD-Papier weiß 60 g/m²,60g carbonless paper white,SD-Papier weiss 60 g/m²,60 g/m² papier autocopiant blanc,60 g/m² zelfkopiërend papier wit,60 g/m² carta autocopiativa bianca,papel autocopiativo blanco de 60 g/m²
140,Material 2. Blatt,1. Durchschlag,Copy 1,1. Durchschlag,Feuillet 2 (CFB),Doorslag 1,Copia 1,Hoja de copia 1,1360,60g SD-Papier weiß,SD-Papier weiß 60 g/m²,60g carbonless paper white,SD-Papier weiss 60 g/m²,60 g/m² papier autocopiant blanc,60 g/m² zelfkopiërend papier wit,60 g/m² carta autocopiativa bianca,papel autocopiativo blanco de 60 g/m²
142,Material 4. Blatt,3. Durchschlag,Copy 3,3. Durchschlag,Feuillet 4 (CFB),Doorslag 3,Copia 3,Hoja de copia 3,1370,60g SD-Papier weiß,SD-Papier weiß 60 g/m²,60g carbonless paper white,SD-Papier weiss 60 g/m²,60 g/m² papier autocopiant blanc,60 g/m² zelfkopiërend papier wit,60 g/m² carta autocopiativa bianca,papel autocopiativo blanco de 60 g/m²
142,Material 4. Blatt,3. Durchschlag,Copy 3,3. Durchschlag,Feuillet 4 (CFB),Doorslag 3,Copia 3,Hoja de copia 3,1371,60g SD-Papier rosa,SD-Papier rosa 60 g/m²,60g carbonless paper pink,SD-Papier rosa 60 g/m²,60 g/m² papier autocopiant rose,60 g/m² zelfkopiërend papier roze,60 g/m² carta autocopiativa rosa,papel autocopiativo rosa de 60 g/m²
140,Material 2. Blatt,1. Durchschlag,Copy 1,1. Durchschlag,Feuillet 2 (CFB),Doorslag 1,Copia 1,Hoja de copia 1,1361,60g SD-Papier rosa,SD-Papier rosa 60 g/m²,60g carbonless paper pink,SD-Papier rosa 60 g/m²,60 g/m² papier autocopiant rose,60 g/m² zelfkopiërend papier roze,60 g/m² carta autocopiativa rosa,papel autocopiativo rosa de 60 g/m²
141,Material 3. Blatt,2. Durchschlag,Copy 2,2. Durchschlag,Feuillet 3 (CFB),Doorslag 2,Copia 2,Hoja de copia 2,1366,60g SD-Papier rosa,SD-Papier rosa 60 g/m²,60g carbonless paper pink,SD-Papier rosa 60 g/m²,60 g/m² papier autocopiant rose,60 g/m² zelfkopiërend papier roze,60 g/m² carta autocopiativa rosa,papel autocopiativo rosa de 60 g/m²
141,Material 3. Blatt,2. Durchschlag,Copy 2,2. Durchschlag,Feuillet 3 (CFB),Doorslag 2,Copia 2,Hoja de copia 2,1367,60g SD-Papier blau,SD-Papier blau 60 g/m²,60g carbonless paper blue,SD-Papier blau 60 g/m²,60 g/m² papier autocopiant bleu,60 g/m² zelfkopiërend papier blauw,60 g/m² carta autocopiativa azzurra,papel autocopiativo azul de 60 g/m²
140,Material 2. Blatt,1. Durchschlag,Copy 1,1. Durchschlag,Feuillet 2 (CFB),Doorslag 1,Copia 1,Hoja de copia 1,1362,60g SD-Papier blau,SD-Papier blau 60 g/m²,60g carbonless paper blue,SD-Papier blau 60 g/m²,60 g/m² papier autocopiant bleu,60 g/m² zelfkopiërend papier blauw,60 g/m² carta autocopiativa azzurra,papel autocopiativo azul de 60 g/m²
142,Material 4. Blatt,3. Durchschlag,Copy 3,3. Durchschlag,Feuillet 4 (CFB),Doorslag 3,Copia 3,Hoja de copia 3,1372,60g SD-Papier blau,SD-Papier blau 60 g/m²,60g carbonless paper blue,SD-Papier blau 60 g/m²,60 g/m² papier autocopiant bleu,60 g/m² zelfkopiërend papier blauw,60 g/m² carta autocopiativa azzurra,papel autocopiativo azul de 60 g/m²
142,Material 4. Blatt,3. Durchschlag,Copy 3,3. Durchschlag,Feuillet 4 (CFB),Doorslag 3,Copia 3,Hoja de copia 3,1373,60g SD-Papier gelb,SD-Papier gelb 60 g/m²,60g carbonless paper yellow,SD-Papier gelb 60 g/m²,60 g/m² papier autocopiant jaune,60 g/m² zelfkopiërend papier geel,60 g/m² carta autocopiativa gialla,papel autocopiativo amarillo de 60 g/m²
140,Material 2. Blatt,1. Durchschlag,Copy 1,1. Durchschlag,Feuillet 2 (CFB),Doorslag 1,Copia 1,Hoja de copia 1,1363,60g SD-Papier gelb,SD-Papier gelb 60 g/m²,60g carbonless paper yellow,SD-Papier gelb 60 g/m²,60 g/m² papier autocopiant jaune,60 g/m² zelfkopiërend papier geel,60 g/m² carta autocopiativa gialla,papel autocopiativo amarillo de 60 g/m²
141,Material 3. Blatt,2. Durchschlag,Copy 2,2. Durchschlag,Feuillet 3 (CFB),Doorslag 2,Copia 2,Hoja de copia 2,1368,60g SD-Papier gelb,SD-Papier gelb 60 g/m²,60g carbonless paper yellow,SD-Papier gelb 60 g/m²,60 g/m² papier autocopiant jaune,60 g/m² zelfkopiërend papier geel,60 g/m² carta autocopiativa gialla,papel autocopiativo amarillo de 60 g/m²
141,Material 3. Blatt,2. Durchschlag,Copy 2,2. Durchschlag,Feuillet 3 (CFB),Doorslag 2,Copia 2,Hoja de copia 2,1369,60g SD-Papier grün,SD-Papier grün 60 g/m²,60g carbonless paper green,SD-Papier grün 60 g/m²,60 g/m² papier autocopiant vert,60 g/m² zelfkopiërend papier groen,60 g/m² carta autocopiativa verde,papel autocopiativo verde de 60 g/m²
140,Material 2. Blatt,1. Durchschlag,Copy 1,1. Durchschlag,Feuillet 2 (CFB),Doorslag 1,Copia 1,Hoja de copia 1,1364,60g SD-Papier grün,SD-Papier grün 60 g/m²,60g carbonless paper green,SD-Papier grün 60 g/m²,60 g/m² papier autocopiant vert,60 g/m² zelfkopiërend papier groen,60 g/m² carta autocopiativa verde,papel autocopiativo verde de 60 g/m²
142,Material 4. Blatt,3. Durchschlag,Copy 3,3. Durchschlag,Feuillet 4 (CFB),Doorslag 3,Copia 3,Hoja de copia 3,1374,60g SD-Papier grün,SD-Papier grün 60 g/m²,60g carbonless paper green,SD-Papier grün 60 g/m²,60 g/m² papier autocopiant vert,60 g/m² zelfkopiërend papier groen,60 g/m² carta autocopiativa verde,papel autocopiativo verde de 60 g/m²
138,Ausführung SD-Satz,Ausführung,Style,Ausführung,Type,Uitvoering,Modello,Modelo,1335,2-fache Sätze,1 Durchschlag,duplicate,1 Durchschlag,duplicata,1 doorslag,duplice copia,duplicado
138,Ausführung SD-Satz,Ausführung,Style,Ausführung,Type,Uitvoering,Modello,Modelo,1336,3-fach Sätze,2 Durchschläge,triplicate,2 Durchschläge,triplicata,2 doorslagen,triplice copia,triplicado
138,Ausführung SD-Satz,Ausführung,Style,Ausführung,Type,Uitvoering,Modello,Modelo,1337,4-fach Sätze,3 Durchschläge,quadruplicate,3 Durchschläge,quadruplicata,3 doorslagen,quadruplice copia,cuadruplicado
7,Farbigkeit,Farbigkeit,Colour mode,Farbigkeit,Colorimétrie,Bedrukking (kleur),Profilo colore,Color,1338,1/1-farbig (HKS/ schwarz),1/1-farbig (HKS/ schwarz),1/1 colour (HKS/black),1/1-farbig (HKS/ schwarz),monochromie 1/1 (HKS/noir),1/1 (HKS / zwart),1/1 colore (HKS/nero),1/1 color (HKS / negro)
7,Farbigkeit,Farbigkeit,Colour mode,Farbigkeit,Colorimétrie,Bedrukking (kleur),Profilo colore,Color,1339,1/1-farbig (Pantone/ schwarz),1/1-farbig (Pantone/ schwarz),1/1 colour (Pantone/black),1/1-farbig (Pantone/ schwarz),monochromie 1/1 (Pantone/noir),1/1 (Pantone / zwart),1/1 colore (Pantone/nero),1/1 color (Pantone / negro)
7,Farbigkeit,Farbigkeit,Colour mode,Farbigkeit,Colorimétrie,Bedrukking (kleur),Profilo colore,Color,1340,2/1-farbig (HKS+schwarz/ schwarz),2/1-farbig (HKS+schwarz/ schwarz),2/1 colour (HKS+black/black),2/1-farbig (HKS+schwarz/ schwarz),couleurs 2/1 (HKS + noir/noir),2/1 (HKS + zwart / zwart),2/1 colori (HKS + nero/nero),2/1 colores (HKS + negro / negro)
7,Farbigkeit,Farbigkeit,Colour mode,Farbigkeit,Colorimétrie,Bedrukking (kleur),Profilo colore,Color,1341,2/1-farbig (Pantone+schwarz/ schwarz),2/1-farbig (Pantone+schwarz/ schwarz),2/1 colour (Pantone+black/black),2/1-farbig (Pantone+schwarz/ schwarz),couleurs 2/1 (Pantone + noir/noir),2/1 (Pantone + zwart / zwart),2/1 colori (Pantone + nero/nero),2/1 colores (Pantone + negro / negro)
7,Farbigkeit,Farbigkeit,Colour mode,Farbigkeit,Colorimétrie,Bedrukking (kleur),Profilo colore,Color,1342,5/1-farbig (HKS+Euroskala/ schwarz),5/1-farbig (HKS+Euroskala/ schwarz),5/1 colour (HKS+euroscale/black),5/1-farbig (HKS+Euroskala/ schwarz),couleurs 5/1 (HKS + quadrichromie/noir),5/1 (HKS + CMYK / zwart),5/1 colori (HKS+CMYK/ nero),5/1 colores (HKS + escala europea / negro)
7,Farbigkeit,Farbigkeit,Colour mode,Farbigkeit,Colorimétrie,Bedrukking (kleur),Profilo colore,Color,1343,5/1-farbig (Pantone+Euroskala/ schwarz),5/1-farbig (Pantone+Euroskala/ schwarz),5/1 colour (Pantone+euroscale/black),5/1-farbig (Pantone+Euroskala/ schwarz),couleurs 5/1 (Pantone + quadrichromie/noir),5/1 (Pantone + CMYK / zwart),5/1 colori (Pantone + CMYK/nero),5/1 colores (Pantone + escala europea / negro)
48,Bohrung,Lochbohrung,Hole punching,Lochbohrung,Trous perforés,Boorgaten,Foratura,Agujeros,1375,2-fach gelocht am Kopf,2-fach gelocht am Kopf,hole punched twice on top,2-fach gelocht am Kopf,2 trous en tête,2 boorgaten boven,2 fori lato superiore,2 agujeros parte superior
48,Bohrung,Lochbohrung,Hole punching,Lochbohrung,Trous perforés,Boorgaten,Foratura,Agujeros,1376,4-fach gelocht am Kopf,4-fach gelocht am Kopf,hole punched 4 times on top,4-fach gelocht am Kopf,4 trous en tête,4 boorgaten boven,4 fori lato superiore,4 agujeros parte superior
143,Nummerierung,Nummerierung,Numbering,Nummerierung,Numérotation,Nummering,Personalizzazione,Numeración,1377,ohne fortlaufende Numerierung,ohne Nummerierung,without numbering,ohne Nummerierung,sans numérotation,Geen nummering,senza numerazione,sin numeración
143,Nummerierung,Nummerierung,Numbering,Nummerierung,Numérotation,Nummering,Personalizzazione,Numeración,1378,mit fortlaufender Numerierung (7-stellig),mit Nummerierung,with numbering,mit Nummerierung,avec numérotation,Met nummering,con numerazione,con numeración
45,Verarbeitungsart,Verarbeitungsart,Type of processing,Verarbeitungsart,Traitement,Afwerking,Tipo di lavorazione,Tipo de elaboración,1382,perforierte Trennleiste am Kopf,perforierte Trennleiste am Kopf,perforated stub on top,perforierte Trennleiste am Kopf,souche en tête,Scheurperforatie aan de bovenzijde,perforazione lato superiore,línea microperforada de separación (superior)
45,Verarbeitungsart,Verarbeitungsart,Type of processing,Verarbeitungsart,Traitement,Afwerking,Tipo di lavorazione,Tipo de elaboración,1383,perforierte Trennleiste links,perforierte Trennleiste links,perforated stub on the left,perforierte Trennleiste links,souche côté gauche,Scheurperforatie aan de linker zijde,perforazione lato sinistro,línea microperforada de separación (izquierda)
144,Satzanzahl/Block,Satzanzahl/Block,Number of sets per pad,Satzanzahl/ Block,Nombre de liasses/carnets,Aantal sets/Blok,Fascicoli/blocco,Número de juegos por bloc,1384,25 Sätze pro Block,25 Sätze,25 sets,25 Sätze,25 liasses,Blok van 25 sets,25 fascicoli per blocco,25 juegos
144,Satzanzahl/Block,Satzanzahl/Block,Number of sets per pad,Satzanzahl/ Block,Nombre de liasses/carnets,Aantal sets/Blok,Fascicoli/blocco,Número de juegos por bloc,1385,50 Sätze pro Block,50 Sätze,50 sets,50 Sätze,50 liasses,Blok van 50 sets,50 fascicoli per blocco,50 juegos
145,Einzelsatzleimung,Einzelsatzleimung,NCR Sets (glued),Einzelsatzleimung,Collage liasses individuelles,Lijmbinding doorschrijfsets,Incollatura fascicolo singolo,Encolado de juego individual de papel de calco,1386,Kopfleimung,Kopfleimung,glue binding top,Kopfleimung,collage en tête,Lijmbinding boven,incollatura lato superiore,encolado superior
145,Einzelsatzleimung,Einzelsatzleimung,NCR Sets (glued),Einzelsatzleimung,Collage liasses individuelles,Lijmbinding doorschrijfsets,Incollatura fascicolo singolo,Encolado de juego individual de papel de calco,1387,Seitenleimung links,Seitenleimung,glue binding spine,Seitenleimung,collage côté,Lijmbinding aan de zijde,incollatura lato sinistro,engomado a la izquierda
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,1388,289 x 202 mm (Freiform),289 x 202 mm,289 x 202 mm,289 x 202 mm,289 x 202 mm,289 x 202 mm,289 x 202 mm,289 x 202 mm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,1389,"142,5 x 202 mm (Freiform)","142,5 x 202 mm",142.5 x 202 mm,"142,5 x 202 mm","142,5 x 202 mm","142,5 x 202 mm","142,5 x 202 mm","142,5 x 202 mm"
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,1390,202 x 94 mm (Freiform),202 x 94 mm,202 x 94 mm,202 x 94 mm,202 x 94 mm,202 x 94 mm,202 x 94 mm,202 x 94 mm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,1391,"99 x 142,5 mm (Freiform)","99 x 142,5 mm",99 x 142.5 mm,"99 x 142,5 mm","99 x 142,5 mm","99 x 142,5 mm","99 x 142,5 mm","99 x 142,5 mm"
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,1392,99 x 94 mm (Freiform),99 x 94 mm ,99 x 94 mm,99 x 94 mm,99 x 94 mm,99 x 94 mm,99 x 94 mm,99 x 94 mm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,1393,99 x 69 mm (Freiform),99 x 69 mm ,99 x 69 mm,99 x 69 mm,99 x 69 mm,99 x 69 mm,99 x 69 mm,99 x 69 mm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,1394,"47,5 x 69 mm (Freiform)","47,5 x 69 mm",47.5 x 69 mm,"47,5 x 69 mm","47,5 x 69 mm","47,5 x 69 mm","47,5 x 69 mm","47,5 x 69 mm"
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,1395,"30 x 44,5 mm (Freiform)","30 x 44,5 mm",30 x 44.5 mm,"30 x 44,5 mm","30 x 44,5 mm","30 x 44,5 mm","30 x 44,5 mm","30 x 44,5 mm"
8,Papier / Material,Material,Material,Material,Matériau,Materiaal,Materiale,Material,1396,135 g/m² PVC-Folie weiß glänzend ,135 g/m² PVC-Folie weiß glänzend ,135gsm vinyl white glossy,135 g/m² PVC-Folie weiss glänzend,135 g/m² PVC blanc brillant,135 g/m² PVC folie wit glanzend,135 g/m² PVC bianco lucido,"135 g/m² lámina PVC blanca, brillo"
8,Papier / Material,Material,Material,Material,Matériau,Materiaal,Materiale,Material,1397,135 g/m² PVC-Folie weiß matt,135 g/m² PVC-Folie weiß matt,135gsm vinyl white matt,135 g/m² PVC-Folie weiss matt,135 g/m² PVC blanc mat,135 g/m² PVC folie wit mat,135 g/m² PVC bianco opaco,"135 g/m² lámina PVC blanca, mate"
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,1399,"210 x 146,5 mm","210 x 146,5 mm",210 x 146.5 mm,"210 x 146,5 mm","210 x 146,5 mm","210 x 146,5 mm","210 x 146,5 mm","210 x 146,5 mm"
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,1400,"210 x 96,3 mm","210 x 96,3 mm",210 x 96.3 mm,"210 x 96,3 mm","210 x 96,3 mm","210 x 96,3 mm","210 x 96,3 mm","210 x 96,3 mm"
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,1401,"103 x 146,5 mm","103 x 146,5 mm",103 x 146.5 mm,"103 x 146,5 mm","103 x 146,5 mm","103 x 146,5 mm","103 x 146,5 mm","103 x 146,5 mm"
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,1402,"103 x 96,3 mm","103 x 96,3 mm",103 x 96.3 mm,"103 x 96,3 mm","103 x 96,3 mm","103 x 96,3 mm","103 x 96,3 mm","103 x 96,3 mm"
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,1403,"103 x 71,2 mm","103 x 71,2 mm",103 x 71.2 mm,"103 x 71,2 mm","103 x 71,2 mm","103 x 71,2 mm","103 x 71,2 mm","103 x 71,2 mm"
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,1404,"49,5 x 71,2 mm","49,5 x 71,2 mm",49.5 x 71.2 mm,"49,5 x 71,2 mm","49,5 x 71,2 mm","49,5 x 71,2 mm","49,5 x 71,2 mm","49,5 x 71,2 mm"
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,1405,"33,6 x 49,5 mm","33,6 x 49,5 mm",33.6 x 49.5 mm,"33,6 x 49,5 mm","33,6 x 49,5 mm","33,6 x 49,5 mm","33,6 x 49,5 mm","33,6 x 49,5 mm"
8,Papier / Material,Material,Material,Material,Matériau,Materiaal,Materiale,Material,1406,80 g/m² Haftpapier weiß,80 g/m² Haftpapier weiß,80gsm label paper white,80 g/m² Haftpapier weiss,80 g/m² papier adhésif blanc,80 g/m² zelfklevend papier wit,80 g/m² carta adesiva bianca,80 g/m² papel adhesivo blanco
